用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
XYGL_131,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_132_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_状态实训_教室教室九_方向测试_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_132,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_133_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_状态实训_教室教室九_班号WNCDC001_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_133,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_134_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_状态实训_教室教室九_班号WNCDC001_方向测试,,,,,,,,,,,,,,,,,,,
XYGL_134,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_135_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_教室教室九,,,,,,,,,,,,,,,,,,,
XYGL_135,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_136_开始时间大于当前时间_结束时间大于开始时间_讲师代虎军（徐小兵）_状态正常_教室教室一（教室二）_班号WNCDC014（WNCDC015）_方向测试（开发）_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_136,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_137_时间正确_所有老师都安排课程,,,,,,,,,,,,,,,,,,,
XYGL_137,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_138_学员请假界面检查,,,,,,,,,,,,,,,,,,,
XYGL_138,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_139_请假状态默认,,,,,,,,,,,,,,,,,,,
XYGL_139,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_140_请假状态请假中,,,,,,,,,,,,,,,,,,,
XYGL_140,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_141_请假状态已销假,,,,,,,,,,,,,,,,,,,
XYGL_141,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_142_姓名为冷佩,,,,,,,,,,,,,,,,,,,
XYGL_142,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_143_姓名不存在,,,,,,,,,,,,,,,,,,,
XYGL_143,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_144_请假记录录入界面检查,,,,,,,,,,,,,,,,,,,
XYGL_144,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_145_各输入框_下拉框功能检查,,,,,,,,,,,,,,,,,,,
XYGL_145,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_146_开始时间大于等于当前时间_结束时间小于开始时间_姓名张三_请假类型事假,,,,,,,,,,,,,,,,,,,
XYGL_146,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_147_开始时间小于当前时间_结束时间大于开始时间_姓名张三_请假类型病假,,,,,,,,,,,,,,,,,,,
XYGL_147,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_148_开始时间大于等于当前时间_结束时间大于开始时间_请假类型休学,,,,,,,,,,,,,,,,,,,
XYGL_148,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_149_开始时间大于等于当前时间_姓名张三_请假类型事假,,,,,,,,,,,,,,,,,,,
XYGL_149,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_150_结束时间大于开始时间_姓名张三_请假类型事假,,,,,,,,,,,,,,,,,,,
XYGL_150,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_151_开始时间大于等于当前时间_结束时间大于开始时间_姓名张三,,,,,,,,,,,,,,,,,,,
XYGL_151,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_152_请假天数是否自动生成检查,,,,,,,,,,,,,,,,,,,
XYGL_152,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_153_填写学生姓名后自动展示学生学号,,,,,,,,,,,,,,,,,,,
XYGL_153,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_154_学员请假后今日考勤自动转为请假状态,,,,,,,,,,,,,,,,,,,
XYGL_154,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_155_请假记录录入界面检查,,,,,,,,,,,,,,,,,,,
XYGL_155,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_156_各输入框_下拉框功能检查,,,,,,,,,,,,,,,,,,,
XYGL_156,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_157_开始时间大于等于当前时间_结束时间小于开始时间_姓名张三_请假类型事假_任课老师全部,,,,,,,,,,,,,,,,,,,
XYGL_157,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_158_开始时间小于当前时间_结束时间大于开始时间_姓名张三_请假类型病假_任课老师代虎军,,,,,,,,,,,,,,,,,,,
XYGL_158,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_159_开始时间大于等于当前时间_结束时间大于开始时间_请假类型休学_任课老师胡平,,,,,,,,,,,,,,,,,,,
XYGL_159,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_160_开始时间大于等于当前时间_姓名张三_请假类型事假_任课老师胡平,,,,,,,,,,,,,,,,,,,
XYGL_160,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_161_结束时间大于开始时间_姓名张三_请假类型事假_任课老师胡平,,,,,,,,,,,,,,,,,,,
XYGL_161,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_162_开始时间大于等于当前时间_结束时间大于开始时间_姓名张三_任课老师胡平,,,,,,,,,,,,,,,,,,,
XYGL_162,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_163_开始时间大于等于当前时间_结束时间大于开始时间_姓名张三_请假类型休学,,,,,,,,,,,,,,,,,,,
XYGL_163,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_164_请假天数是否自动生成检查,,,,,,,,,,,,,,,,,,,
XYGL_164,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_165_假条查看和上传界面检查,,,,,,,,,,,,,,,,,,,
XYGL_165,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_166_假条上传功能检查,,,,,,,,,,,,,,,,,,,
XYGL_166,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_167_销假功能检查,,,,,,,,,,,,,,,,,,,
XYGL_167,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假_168_销假功能检查,,,,,,,,,,,,,,,,,,,
XYGL_168,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_169_管理员_权限检查,,,,,,,,,,,,,,,,,,,
XYGL_169,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_170_教学主管_权限检查,,,,,,,,,,,,,,,,,,,
XYGL_170,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_171_总经理_权限检查,,,,,,,,,,,,,,,,,,,
XYGL_171,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_172_副总经理_权限检查,,,,,,,,,,,,,,,,,,,
XYGL_172,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_173_讲师_权限检查,,,,,,,,,,,,,,,,,,,
XYGL_173,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_174_多角色_权限检查,,,,,,,,,,,,,,,,,,,
