用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
71,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_051_新增网络_电话号码为空,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码不填
3.姓名为莫甘娜
4.状态为已预约
5.渠道为双选会
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码不填成功
3.姓名成功输入
4.状态选择成功
5.渠道选择成功
6.保存失败
7.数据增加失败","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
72,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_052_新增网络_电话号码为汉字,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码填电话号码汉字
3.姓名为大司命
4.状态为新认领
5.渠道为双选会
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入
4.状态选择成功
5.渠道选择成功
6.保存失败
7.数据增加失败","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
73,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_053_新增网络_姓名为空,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码为187236567876
3.姓名为空
4.状态为新入库
5.渠道为双选会
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入为空
4.状态选择成功
5.渠道选择成功
6.保存失败
7.数据增加失败","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
74,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_054_新增网络_状态为空,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码为187236567878
3.姓名为亚索
4.状态默认
5.渠道为双选会
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入成功
4.状态选择成功
5.渠道选择成功
6.保存失败
7.数据增加失败","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
75,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_055_新增网络_必填项全填,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码为187236565878
3.姓名为劫
4.状态新认领
5.渠道为QQ群
6.性别男、邮箱为8767886@163.com、QQ为8726718167、学校为兰州大学、专业为计算机、求职意向为百度公司、工作经验选择1年、期望薪水10000、应聘职位测试工程师、年龄28、教育经历2014-2017 兰州大学学习、工作经历2017-9至2018-9在京东送快递、最后跟踪2020-05-01
7.点击保存
8.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入成功
4.状态选择成功
5.渠道选择成功
6.选填项可以输入成功
7.保存失败
8.数据增加成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
76,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_056_新增网络_必填项全不填,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码填187675678912
3.姓名为狗头人
4.状态为新入库
5.渠道为QQ群
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增窗口
2.电话号码输入成功
3.姓名输入成功
4.状态选择成功
5.渠道选择成功
6.保存成功
7.数据新增成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
77,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_057_新增网络_必填项选填,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码为187236565878
3.姓名为人头狗
4.状态新认领
5.渠道为QQ群
6.性别男、邮箱为8767986@163.com、QQ为8726818167、求职意向为腾讯公司、工作经验选择3年、期望薪水20000、应聘职位自动化工程师、
7.点击保存
8.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入成功
4.状态选择成功
5.渠道选择成功
6.选填项可以输入成功
7.保存失败
8.数据增加成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
78,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_058_新增网络_新增空取消检查,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.点击取消","1.新增界面可以成功弹出
2.取消成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
79,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_059_新增网络_新增数据取消检查,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码填167675671987
3.姓名为落霞
4.状态为新入库
5.渠道为QQ群
6.点击取消
7.数据检查","1.可以弹出新增界面
2.电话号码输入成功
3.姓名输入成功
4.状态选择成功
5.渠道选择成功
6.界面成功取消
7.数据未新增","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
80,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_060_新增网络_新增框拉动检查,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增
2.拉动新增框","1.弹出新增界面
2.可以拉动新增界面","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
81,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_061_新增网络_新增为空检查,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增
2.点击保存","1.新增界面弹出
2.保存失败","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
